aluno,materia,turma,serie_num,n1_norm,n2_norm,n3_norm,n4_norm,media_pond_norm,media_geral_aluno,slope_notas,variancia_notas,serie_num_norm,pct_materias_ok,media_turma_norm,status_encoded,status_label
Diego Rodrigues,Arte,8º Fundamental,8,0.25,0.96,0.36,0.96,0.668,0.6366,0.459,0.6596,0.3333,0.5385,0.5997,2,Aprovado
Diego Rodrigues,Biologia,8º Fundamental,8,0.83,0.77,0.93,0.94,0.873,0.6366,0.147,0.1417,0.3333,0.5385,0.6043,2,Aprovado
Diego Rodrigues,Ciências,8º Fundamental,8,0.58,0.63,0.83,0.99,0.778,0.6366,0.429,0.3272,0.3333,0.5385,0.6052,2,Aprovado
Diego Rodrigues,Educação Física,8º Fundamental,8,0.42,0.6,0.21,0.63,0.4755,0.6366,0.072,0.3354,0.3333,0.5385,0.6001,0,Reprovado
Diego Rodrigues,Filosofia,8º Fundamental,8,0.66,0.51,0.98,0.77,0.7355,0.6366,0.24,0.3426,0.3333,0.5385,0.5993,2,Aprovado
Diego Rodrigues,Física,8º Fundamental,8,0.55,0.48,0.43,0.83,0.5865,0.6366,0.237,0.3093,0.3333,0.5385,0.6023,1,Recuperação
Diego Rodrigues,Geografia,8º Fundamental,8,0.22,0.7,0.25,0.84,0.5335,0.6366,0.423,0.5445,0.3333,0.5385,0.6026,1,Recuperação
Diego Rodrigues,História,8º Fundamental,8,0.69,0.56,0.41,0.67,0.5815,0.6366,-0.063,0.2224,0.3333,0.5385,0.5984,1,Recuperação
Diego Rodrigues,Inglês,8º Fundamental,8,0.37,0.31,0.97,0.81,0.637,0.6366,0.594,0.5631,0.3333,0.5385,0.5976,2,Aprovado
Diego Rodrigues,Matemática,8º Fundamental,8,0.62,0.73,0.92,0.28,0.6205,0.6366,-0.249,0.4653,0.3333,0.5385,0.5963,2,Aprovado
Diego Rodrigues,Português,8º Fundamental,8,0.69,0.88,0.28,0.34,0.53,0.6366,-0.495,0.4955,0.3333,0.5385,0.6058,1,Recuperação
Diego Rodrigues,Química,8º Fundamental,8,0.87,0.5,0.82,0.81,0.747,0.6366,0.042,0.2922,0.3333,0.5385,0.5968,2,Aprovado
Diego Rodrigues,Sociologia,8º Fundamental,8,0.29,0.27,0.36,0.98,0.5095,0.6366,0.648,0.5869,0.3333,0.5385,0.5949,1,Recuperação
Diego Santos,Arte,8º Fundamental,8,0.61,0.78,0.97,0.64,0.7515,0.5662,0.084,0.2846,0.3333,0.3846,0.5997,2,Aprovado
Diego Santos,Biologia,8º Fundamental,8,0.84,0.48,0.84,0.38,0.612,0.5662,-0.306,0.4161,0.3333,0.3846,0.6043,2,Aprovado
Diego Santos,Ciências,8º Fundamental,8,0.45,0.34,0.67,0.62,0.5285,0.5662,0.252,0.2642,0.3333,0.3846,0.6052,1,Recuperação
Diego Santos,Educação Física,8º Fundamental,8,0.5,0.34,0.44,0.43,0.424,0.5662,-0.033,0.1143,0.3333,0.3846,0.6001,0,Reprovado
Diego Santos,Filosofia,8º Fundamental,8,0.5,0.3,0.3,0.37,0.361,0.5662,-0.117,0.1633,0.3333,0.3846,0.5993,0,Reprovado
Diego Santos,Física,8º Fundamental,8,0.96,0.41,0.22,0.5,0.4995,0.5662,-0.471,0.5441,0.3333,0.3846,0.6023,0,Reprovado
Diego Santos,Geografia,8º Fundamental,8,0.88,0.58,0.44,0.4,0.551,0.5662,-0.474,0.3767,0.3333,0.3846,0.6026,1,Recuperação
Diego Santos,História,8º Fundamental,8,0.54,0.79,0.25,0.97,0.659,0.5662,0.225,0.5417,0.3333,0.3846,0.5984,2,Aprovado
Diego Santos,Inglês,8º Fundamental,8,0.58,0.53,0.41,0.28,0.435,0.5662,-0.306,0.2319,0.3333,0.3846,0.5976,0,Reprovado
Diego Santos,Matemática,8º Fundamental,8,0.45,0.73,0.88,0.2,0.5525,0.5662,-0.18,0.5224,0.3333,0.3846,0.5963,1,Recuperação
Diego Santos,Português,8º Fundamental,8,0.82,0.3,0.74,0.63,0.613,0.5662,-0.039,0.3961,0.3333,0.3846,0.6058,2,Aprovado
Diego Santos,Química,8º Fundamental,8,0.25,1.0,0.89,0.24,0.5945,0.5662,-0.042,0.7043,0.3333,0.3846,0.5968,1,Recuperação
Diego Santos,Sociologia,8º Fundamental,8,0.81,0.88,0.46,0.94,0.779,0.5662,-0.009,0.3724,0.3333,0.3846,0.5949,2,Aprovado
Diego Silva,Arte,8º Fundamental,8,0.63,0.71,0.92,0.57,0.7045,0.6239,0.009,0.2647,0.3333,0.4615,0.5997,2,Aprovado
Diego Silva,Biologia,8º Fundamental,8,0.23,0.21,0.69,0.36,0.379,0.6239,0.261,0.3843,0.3333,0.4615,0.6043,0,Reprovado
Diego Silva,Ciências,8º Fundamental,8,0.75,0.36,0.93,0.62,0.6585,0.6239,0.054,0.4153,0.3333,0.4615,0.6052,2,Aprovado
Diego Silva,Educação Física,8º Fundamental,8,0.88,0.75,0.21,0.5,0.566,0.6239,-0.504,0.512,0.3333,0.4615,0.6001,1,Recuperação
Diego Silva,Filosofia,8º Fundamental,8,0.64,0.87,0.9,0.63,0.7595,0.6239,0.0,0.251,0.3333,0.4615,0.5993,2,Aprovado
Diego Silva,Física,8º Fundamental,8,0.55,0.31,0.67,0.8,0.595,0.6239,0.333,0.3609,0.3333,0.4615,0.6023,1,Recuperação
Diego Silva,Geografia,8º Fundamental,8,0.27,0.79,0.6,0.54,0.5635,0.6239,0.186,0.3723,0.3333,0.4615,0.6026,1,Recuperação
Diego Silva,História,8º Fundamental,8,0.58,0.35,0.75,0.5,0.541,0.6239,0.048,0.2886,0.3333,0.4615,0.5984,1,Recuperação
Diego Silva,Inglês,8º Fundamental,8,0.24,0.98,0.55,0.47,0.5715,0.6239,0.078,0.5357,0.3333,0.4615,0.5976,1,Recuperação
Diego Silva,Matemática,8º Fundamental,8,0.68,0.57,0.8,0.83,0.7275,0.6239,0.204,0.2064,0.3333,0.4615,0.5963,2,Aprovado
Diego Silva,Português,8º Fundamental,8,0.26,0.83,0.69,0.88,0.696,0.6239,0.516,0.488,0.3333,0.4615,0.6058,2,Aprovado
Diego Silva,Química,8º Fundamental,8,0.59,0.36,0.58,0.64,0.545,0.6239,0.111,0.2156,0.3333,0.4615,0.5968,1,Recuperação
Diego Silva,Sociologia,8º Fundamental,8,0.83,0.66,0.86,0.86,0.804,0.6239,0.087,0.1664,0.3333,0.4615,0.5949,2,Aprovado
Eduardo Alves,Arte,8º Fundamental,8,0.99,0.24,0.76,0.78,0.682,0.712,-0.033,0.5527,0.3333,0.9231,0.5997,2,Aprovado
Eduardo Alves,Biologia,8º Fundamental,8,0.8,0.98,0.37,0.42,0.6235,0.712,-0.525,0.5123,0.3333,0.9231,0.6043,2,Aprovado
Eduardo Alves,Ciências,8º Fundamental,8,0.87,0.85,0.68,0.62,0.7425,0.712,-0.276,0.2147,0.3333,0.9231,0.6052,2,Aprovado
Eduardo Alves,Educação Física,8º Fundamental,8,0.92,0.66,0.95,0.75,0.8115,0.712,-0.066,0.2396,0.3333,0.9231,0.6001,2,Aprovado
Eduardo Alves,Filosofia,8º Fundamental,8,0.93,0.91,0.29,0.92,0.762,0.712,-0.195,0.5458,0.3333,0.9231,0.5993,2,Aprovado
Eduardo Alves,Física,8º Fundamental,8,0.48,0.83,0.61,0.92,0.732,0.712,0.33,0.3484,0.3333,0.9231,0.6023,2,Aprovado
Eduardo Alves,Geografia,8º Fundamental,8,0.94,0.95,0.54,0.87,0.8215,0.712,-0.186,0.3348,0.3333,0.9231,0.6026,2,Aprovado
Eduardo Alves,História,8º Fundamental,8,0.58,0.36,0.38,0.89,0.568,0.712,0.285,0.426,0.3333,0.9231,0.5984,1,Recuperação
Eduardo Alves,Inglês,8º Fundamental,8,0.87,0.61,0.62,0.7,0.6915,0.712,-0.15,0.2083,0.3333,0.9231,0.5976,2,Aprovado
Eduardo Alves,Matemática,8º Fundamental,8,0.61,0.67,0.71,0.46,0.605,0.712,-0.123,0.1899,0.3333,0.9231,0.5963,2,Aprovado
Eduardo Alves,Português,8º Fundamental,8,0.99,0.57,0.8,0.91,0.8135,0.712,-0.003,0.316,0.3333,0.9231,0.6058,2,Aprovado
Eduardo Alves,Química,8º Fundamental,8,0.85,0.57,0.77,0.54,0.667,0.712,-0.219,0.2621,0.3333,0.9231,0.5968,2,Aprovado
Eduardo Alves,Sociologia,8º Fundamental,8,0.29,0.63,0.98,0.92,0.7365,0.712,0.672,0.5474,0.3333,0.9231,0.5949,2,Aprovado
Eduardo Barbosa,Arte,8º Fundamental,8,0.22,0.91,0.27,0.34,0.441,0.569,-0.084,0.5551,0.3333,0.3846,0.5997,0,Reprovado
Eduardo Barbosa,Biologia,8º Fundamental,8,0.85,0.44,0.64,0.88,0.704,0.569,0.087,0.3551,0.3333,0.3846,0.6043,2,Aprovado
Eduardo Barbosa,Ciências,8º Fundamental,8,0.32,0.2,0.57,0.89,0.5235,0.569,0.624,0.5285,0.3333,0.3846,0.6052,1,Recuperação
Eduardo Barbosa,Educação Física,8º Fundamental,8,0.4,0.37,0.53,0.77,0.536,0.569,0.381,0.3154,0.3333,0.3846,0.6001,1,Recuperação
Eduardo Barbosa,Filosofia,8º Fundamental,8,0.49,0.75,0.33,0.9,0.638,0.569,0.243,0.443,0.3333,0.3846,0.5993,2,Aprovado
Eduardo Barbosa,Física,8º Fundamental,8,0.24,0.24,0.56,0.75,0.473,0.569,0.555,0.4362,0.3333,0.3846,0.6023,0,Reprovado
Eduardo Barbosa,Geografia,8º Fundamental,8,0.4,0.91,0.22,0.32,0.4585,0.569,-0.279,0.5322,0.3333,0.3846,0.6026,0,Reprovado
Eduardo Barbosa,História,8º Fundamental,8,0.9,0.47,0.38,0.48,0.5365,0.569,-0.405,0.4031,0.3333,0.3846,0.5984,1,Recuperação
Eduardo Barbosa,Inglês,8º Fundamental,8,0.22,0.79,0.3,0.91,0.5895,0.569,0.474,0.5987,0.3333,0.3846,0.5976,1,Recuperação
Eduardo Barbosa,Matemática,8º Fundamental,8,0.55,0.44,0.72,0.71,0.613,0.569,0.228,0.2335,0.3333,0.3846,0.5963,2,Aprovado
Eduardo Barbosa,Português,8º Fundamental,8,0.23,0.71,0.75,0.52,0.567,0.569,0.273,0.4109,0.3333,0.3846,0.6058,1,Recuperação
Eduardo Barbosa,Química,8º Fundamental,8,0.46,0.54,0.94,0.71,0.675,0.569,0.345,0.3678,0.3333,0.3846,0.5968,2,Aprovado
Eduardo Barbosa,Sociologia,8º Fundamental,8,0.59,0.98,0.53,0.49,0.6425,0.569,-0.225,0.3905,0.3333,0.3846,0.5949,2,Aprovado
Eduardo Cardoso,Arte,8º Fundamental,8,0.4,0.73,0.2,0.93,0.5915,0.5922,0.318,0.5665,0.3333,0.3846,0.5997,1,Recuperação
Eduardo Cardoso,Biologia,8º Fundamental,8,0.3,0.21,0.6,0.95,0.5475,0.5922,0.702,0.5794,0.3333,0.3846,0.6043,1,Recuperação
Eduardo Cardoso,Ciências,8º Fundamental,8,0.22,0.96,0.6,0.42,0.56,0.5922,0.072,0.5444,0.3333,0.3846,0.6052,1,Recuperação
Eduardo Cardoso,Educação Física,8º Fundamental,8,0.89,0.2,0.32,0.52,0.464,0.5922,-0.297,0.5231,0.3333,0.3846,0.6001,0,Reprovado
Eduardo Cardoso,Filosofia,8º Fundamental,8,0.42,0.96,0.32,0.53,0.563,0.5922,-0.093,0.4879,0.3333,0.3846,0.5993,1,Recuperação
Eduardo Cardoso,Física,8º Fundamental,8,0.97,0.99,0.89,0.5,0.814,0.5922,-0.453,0.3968,0.3333,0.3846,0.6023,2,Aprovado
Eduardo Cardoso,Geografia,8º Fundamental,8,0.38,0.84,0.4,0.53,0.545,0.5922,0.003,0.3678,0.3333,0.3846,0.6026,1,Recuperação
Eduardo Cardoso,História,8º Fundamental,8,0.32,0.66,0.83,0.49,0.5835,0.5922,0.204,0.3801,0.3333,0.3846,0.5984,1,Recuperação
Eduardo Cardoso,Inglês,8º Fundamental,8,0.47,0.95,0.54,0.63,0.6555,0.5922,0.021,0.3673,0.3333,0.3846,0.5976,2,Aprovado
Eduardo Cardoso,Matemática,8º Fundamental,8,0.66,0.25,0.82,0.93,0.6785,0.5922,0.414,0.5162,0.3333,0.3846,0.5963,2,Aprovado
Eduardo Cardoso,Português,8º Fundamental,8,0.72,0.81,0.59,0.5,0.644,0.5922,-0.264,0.2377,0.3333,0.3846,0.6058,2,Aprovado
Eduardo Cardoso,Química,8º Fundamental,8,0.47,0.28,0.24,0.65,0.419,0.5922,0.15,0.3271,0.3333,0.3846,0.5968,0,Reprovado
Eduardo Cardoso,Sociologia,8º Fundamental,8,0.88,0.62,0.61,0.5,0.6335,0.5922,-0.345,0.2791,0.3333,0.3846,0.5949,2,Aprovado
Eduardo Carvalho,Arte,8º Fundamental,8,0.7,0.93,0.21,0.64,0.617,0.6235,-0.27,0.5206,0.3333,0.6154,0.5997,2,Aprovado
Eduardo Carvalho,Biologia,8º Fundamental,8,0.49,0.52,0.65,0.99,0.6875,0.6235,0.489,0.3968,0.3333,0.6154,0.6043,2,Aprovado
Eduardo Carvalho,Ciências,8º Fundamental,8,0.38,0.37,0.97,0.69,0.618,0.6235,0.459,0.4963,0.3333,0.6154,0.6052,2,Aprovado
Eduardo Carvalho,Educação Física,8º Fundamental,8,0.54,0.8,0.69,0.35,0.5855,0.6235,-0.204,0.3378,0.3333,0.6154,0.6001,1,Recuperação
Eduardo Carvalho,Filosofia,8º Fundamental,8,0.43,0.79,0.37,0.49,0.523,0.6235,-0.072,0.3231,0.3333,0.6154,0.5993,1,Recuperação
Eduardo Carvalho,Física,8º Fundamental,8,0.29,0.95,0.63,0.4,0.573,0.6235,0.003,0.5052,0.3333,0.6154,0.6023,1,Recuperação
Eduardo Carvalho,Geografia,8º Fundamental,8,0.68,0.87,0.68,0.88,0.7875,0.6235,0.123,0.1951,0.3333,0.6154,0.6026,2,Aprovado
Eduardo Carvalho,História,8º Fundamental,8,0.71,0.57,0.48,0.68,0.6085,0.6235,-0.054,0.1828,0.3333,0.6154,0.5984,2,Aprovado
Eduardo Carvalho,Inglês,8º Fundamental,8,0.95,0.61,0.65,0.85,0.76,0.6235,-0.078,0.2805,0.3333,0.6154,0.5976,2,Aprovado
Eduardo Carvalho,Matemática,8º Fundamental,8,0.75,0.36,0.28,0.87,0.571,0.6235,0.084,0.5005,0.3333,0.6154,0.5963,1,Recuperação
Eduardo Carvalho,Português,8º Fundamental,8,0.5,0.4,0.2,0.32,0.346,0.6235,-0.222,0.2198,0.3333,0.6154,0.6058,0,Reprovado
Eduardo Carvalho,Química,8º Fundamental,8,0.71,0.55,0.65,0.78,0.676,0.6235,0.093,0.1687,0.3333,0.6154,0.5968,2,Aprovado
Eduardo Carvalho,Sociologia,8º Fundamental,8,0.36,0.81,0.95,0.8,0.752,0.6235,0.438,0.4434,0.3333,0.6154,0.5949,2,Aprovado
Eduardo Costa,Arte,8º Fundamental,8,0.29,0.91,0.89,0.2,0.568,0.5743,-0.087,0.6582,0.3333,0.3846,0.5997,1,Recuperação
Eduardo Costa,Biologia,8º Fundamental,8,0.66,0.81,0.33,0.32,0.513,0.5743,-0.45,0.4236,0.3333,0.3846,0.6043,1,Recuperação
Eduardo Costa,Ciências,8º Fundamental,8,0.35,0.58,0.43,0.24,0.3945,0.5743,-0.144,0.2478,0.3333,0.3846,0.6052,0,Reprovado
Eduardo Costa,Educação Física,8º Fundamental,8,0.84,0.86,0.97,0.65,0.8205,0.5743,-0.138,0.2302,0.3333,0.3846,0.6001,2,Aprovado
Eduardo Costa,Filosofia,8º Fundamental,8,0.57,0.78,0.54,0.26,0.522,0.5743,-0.351,0.37,0.3333,0.3846,0.5993,1,Recuperação
Eduardo Costa,Física,8º Fundamental,8,0.48,0.29,0.45,0.5,0.431,0.5743,0.066,0.1655,0.3333,0.3846,0.6023,0,Reprovado
Eduardo Costa,Geografia,8º Fundamental,8,0.94,0.71,0.88,0.32,0.6815,0.5743,-0.507,0.4836,0.3333,0.3846,0.6026,2,Aprovado
Eduardo Costa,História,8º Fundamental,8,0.53,0.64,0.93,0.48,0.6425,0.5743,0.042,0.3489,0.3333,0.3846,0.5984,2,Aprovado
Eduardo Costa,Inglês,8º Fundamental,8,0.52,0.35,0.33,0.34,0.376,0.5743,-0.168,0.1565,0.3333,0.3846,0.5976,0,Reprovado
Eduardo Costa,Matemática,8º Fundamental,8,0.94,0.44,0.48,0.56,0.586,0.5743,-0.33,0.3964,0.3333,0.3846,0.5963,1,Recuperação
Eduardo Costa,Português,8º Fundamental,8,0.27,0.73,0.99,0.74,0.706,0.5743,0.501,0.5199,0.3333,0.3846,0.6058,2,Aprovado
Eduardo Costa,Química,8º Fundamental,8,0.44,0.87,0.51,0.87,0.694,0.5743,0.279,0.3981,0.3333,0.3846,0.5968,2,Aprovado
Eduardo Costa,Sociologia,8º Fundamental,8,0.2,0.72,0.21,0.86,0.5305,0.5743,0.441,0.5934,0.3333,0.3846,0.5949,1,Recuperação
Eduardo Ferreira,Arte,8º Fundamental,8,0.35,0.69,0.68,0.47,0.5535,0.6089,0.105,0.2879,0.3333,0.5385,0.5997,1,Recuperação
Eduardo Ferreira,Biologia,8º Fundamental,8,0.64,0.29,0.56,0.43,0.4695,0.6089,-0.108,0.2657,0.3333,0.5385,0.6043,0,Reprovado
Eduardo Ferreira,Ciências,8º Fundamental,8,0.84,0.56,0.6,0.71,0.671,0.6089,-0.105,0.2174,0.3333,0.5385,0.6052,2,Aprovado
Eduardo Ferreira,Educação Física,8º Fundamental,8,0.25,0.72,0.25,0.42,0.4185,0.6089,0.012,0.3839,0.3333,0.5385,0.6001,0,Reprovado
Eduardo Ferreira,Filosofia,8º Fundamental,8,0.58,0.54,0.23,0.78,0.5425,0.6089,0.087,0.3938,0.3333,0.5385,0.5993,1,Recuperação
Eduardo Ferreira,Física,8º Fundamental,8,0.71,0.9,0.62,0.22,0.588,0.6089,-0.525,0.4963,0.3333,0.5385,0.6023,1,Recuperação
Eduardo Ferreira,Geografia,8º Fundamental,8,0.5,0.6,0.85,0.56,0.6305,0.6089,0.129,0.2666,0.3333,0.5385,0.6026,2,Aprovado
Eduardo Ferreira,História,8º Fundamental,8,0.98,0.61,0.26,0.8,0.6535,0.6089,-0.267,0.5334,0.3333,0.5385,0.5984,2,Aprovado
Eduardo Ferreira,Inglês,8º Fundamental,8,1.0,0.95,0.66,0.79,0.8395,0.6089,-0.276,0.2687,0.3333,0.5385,0.5976,2,Aprovado
Eduardo Ferreira,Matemática,8º Fundamental,8,0.62,0.86,0.93,0.25,0.6465,0.6089,-0.312,0.5315,0.3333,0.5385,0.5963,2,Aprovado
Eduardo Ferreira,Português,8º Fundamental,8,0.78,0.8,0.33,0.91,0.7115,0.6089,-0.024,0.4442,0.3333,0.5385,0.6058,2,Aprovado
Eduardo Ferreira,Química,8º Fundamental,8,0.23,0.74,0.48,0.54,0.513,0.6089,0.201,0.364,0.3333,0.5385,0.5968,1,Recuperação
Eduardo Ferreira,Sociologia,8º Fundamental,8,0.8,0.54,0.85,0.57,0.6785,0.6089,-0.114,0.2731,0.3333,0.5385,0.5949,2,Aprovado
Eduardo Martins,Arte,8º Fundamental,8,0.7,0.95,0.89,0.48,0.744,0.6192,-0.216,0.3673,0.3333,0.5385,0.5997,2,Aprovado
Eduardo Martins,Biologia,8º Fundamental,8,0.47,0.53,0.46,0.86,0.5995,0.6192,0.33,0.3277,0.3333,0.5385,0.6043,1,Recuperação
Eduardo Martins,Ciências,8º Fundamental,8,0.59,0.22,0.87,0.96,0.6785,0.6192,0.528,0.5767,0.3333,0.5385,0.6052,2,Aprovado
Eduardo Martins,Educação Física,8º Fundamental,8,0.67,0.51,0.96,0.83,0.7505,0.6192,0.279,0.338,0.3333,0.5385,0.6001,2,Aprovado
Eduardo Martins,Filosofia,8º Fundamental,8,0.34,0.92,0.42,0.58,0.577,0.6192,0.066,0.4449,0.3333,0.5385,0.5993,1,Recuperação
Eduardo Martins,Física,8º Fundamental,8,0.69,0.64,0.21,0.98,0.6445,0.6192,0.132,0.5501,0.3333,0.5385,0.6023,2,Aprovado
Eduardo Martins,Geografia,8º Fundamental,8,0.56,0.27,0.67,0.47,0.488,0.6192,0.039,0.2934,0.3333,0.5385,0.6026,0,Reprovado
Eduardo Martins,História,8º Fundamental,8,0.45,0.6,0.68,0.45,0.545,0.6192,0.024,0.1982,0.3333,0.5385,0.5984,1,Recuperação
Eduardo Martins,Inglês,8º Fundamental,8,0.52,0.68,0.91,0.83,0.7505,0.6192,0.348,0.2982,0.3333,0.5385,0.5976,2,Aprovado
Eduardo Martins,Matemática,8º Fundamental,8,0.21,0.44,0.58,0.39,0.414,0.6192,0.204,0.2648,0.3333,0.5385,0.5963,0,Reprovado
Eduardo Martins,Português,8º Fundamental,8,0.93,0.43,0.85,0.75,0.731,0.6192,-0.036,0.38,0.3333,0.5385,0.6058,2,Aprovado
Eduardo Martins,Química,8º Fundamental,8,0.99,0.7,1.0,0.25,0.698,0.6192,-0.576,0.6097,0.3333,0.5385,0.5968,2,Aprovado
Eduardo Martins,Sociologia,8º Fundamental,8,0.54,0.53,0.24,0.43,0.4295,0.6192,-0.186,0.241,0.3333,0.5385,0.5949,0,Reprovado
Eduardo Moreira,Arte,8º Fundamental,8,0.35,0.63,0.66,0.58,0.5665,0.5481,0.216,0.2435,0.3333,0.2308,0.5997,1,Recuperação
Eduardo Moreira,Biologia,8º Fundamental,8,0.93,0.38,0.46,0.41,0.519,0.5481,-0.444,0.4482,0.3333,0.2308,0.6043,1,Recuperação
Eduardo Moreira,Ciências,8º Fundamental,8,0.69,0.57,0.66,0.32,0.5415,0.5481,-0.306,0.2909,0.3333,0.2308,0.6052,1,Recuperação
Eduardo Moreira,Educação Física,8º Fundamental,8,0.52,0.76,0.48,0.86,0.672,0.5481,0.222,0.3192,0.3333,0.2308,0.6001,2,Aprovado
Eduardo Moreira,Filosofia,8º Fundamental,8,0.62,0.39,0.39,0.5,0.469,0.5481,-0.108,0.19,0.3333,0.2308,0.5993,0,Reprovado
Eduardo Moreira,Física,8º Fundamental,8,0.49,0.98,0.91,0.23,0.6395,0.5481,-0.255,0.6152,0.3333,0.2308,0.6023,2,Aprovado
Eduardo Moreira,Geografia,8º Fundamental,8,0.87,0.4,0.56,0.35,0.519,0.5481,-0.42,0.4061,0.3333,0.2308,0.6026,1,Recuperação
Eduardo Moreira,História,8º Fundamental,8,0.47,0.68,0.42,0.3,0.459,0.5481,-0.231,0.2747,0.3333,0.2308,0.5984,0,Reprovado
Eduardo Moreira,Inglês,8º Fundamental,8,0.6,0.77,0.27,0.21,0.443,0.5481,-0.501,0.4629,0.3333,0.2308,0.5976,0,Reprovado
Eduardo Moreira,Matemática,8º Fundamental,8,0.43,0.39,0.24,0.54,0.4055,0.5481,0.054,0.2149,0.3333,0.2308,0.5963,0,Reprovado
Eduardo Moreira,Português,8º Fundamental,8,0.75,0.8,0.64,0.75,0.735,0.5481,-0.048,0.117,0.3333,0.2308,0.6058,2,Aprovado
Eduardo Moreira,Química,8º Fundamental,8,0.23,0.62,0.24,0.99,0.558,0.5481,0.57,0.6272,0.3333,0.2308,0.5968,1,Recuperação
Eduardo Moreira,Sociologia,8º Fundamental,8,0.32,0.89,0.84,0.34,0.5985,0.5481,0.003,0.5364,0.3333,0.2308,0.5949,1,Recuperação
Eduardo Oliveira,Arte,8º Fundamental,8,0.74,0.53,0.6,0.6,0.6105,0.5841,-0.105,0.1526,0.3333,0.4615,0.5997,2,Aprovado
Eduardo Oliveira,Biologia,8º Fundamental,8,0.61,0.38,0.28,0.84,0.539,0.5841,0.177,0.433,0.3333,0.4615,0.6043,1,Recuperação
Eduardo Oliveira,Ciências,8º Fundamental,8,0.81,0.3,0.22,0.83,0.541,0.5841,-0.006,0.563,0.3333,0.4615,0.6052,1,Recuperação
Eduardo Oliveira,Educação Física,8º Fundamental,8,0.27,0.32,0.89,0.38,0.4705,0.5841,0.27,0.4969,0.3333,0.4615,0.6001,0,Reprovado
Eduardo Oliveira,Filosofia,8º Fundamental,8,0.96,0.72,0.84,0.46,0.72,0.5841,-0.414,0.3703,0.3333,0.4615,0.5993,2,Aprovado
Eduardo Oliveira,Física,8º Fundamental,8,0.72,1.0,0.77,0.2,0.6465,0.5841,-0.537,0.585,0.3333,0.4615,0.6023,2,Aprovado
Eduardo Oliveira,Geografia,8º Fundamental,8,0.29,0.77,0.5,0.77,0.6065,0.5841,0.351,0.4033,0.3333,0.4615,0.6026,2,Aprovado
Eduardo Oliveira,História,8º Fundamental,8,0.96,0.35,0.34,0.53,0.5235,0.5841,-0.39,0.5025,0.3333,0.4615,0.5984,1,Recuperação
Eduardo Oliveira,Inglês,8º Fundamental,8,0.4,0.95,0.78,0.99,0.8095,0.5841,0.48,0.4663,0.3333,0.4615,0.5976,2,Aprovado
Eduardo Oliveira,Matemática,8º Fundamental,8,0.34,0.26,0.84,0.89,0.61,0.5841,0.669,0.5689,0.3333,0.4615,0.5963,2,Aprovado
Eduardo Oliveira,Português,8º Fundamental,8,0.88,0.42,0.42,0.71,0.599,0.5841,-0.153,0.3938,0.3333,0.4615,0.6058,1,Recuperação
Eduardo Oliveira,Química,8º Fundamental,8,0.91,0.21,0.52,0.32,0.4605,0.5841,-0.438,0.5335,0.3333,0.4615,0.5968,0,Reprovado
Eduardo Oliveira,Sociologia,8º Fundamental,8,0.53,0.52,0.63,0.21,0.4565,0.5841,-0.255,0.3151,0.3333,0.4615,0.5949,0,Reprovado
Eduardo Ribeiro,Arte,8º Fundamental,8,0.39,0.67,0.65,0.33,0.507,0.5259,-0.06,0.3033,0.3333,0.2308,0.5997,1,Recuperação
Eduardo Ribeiro,Biologia,8º Fundamental,8,0.73,0.33,0.84,0.41,0.5615,0.5259,-0.135,0.426,0.3333,0.2308,0.6043,1,Recuperação
Eduardo Ribeiro,Ciências,8º Fundamental,8,0.74,0.47,0.93,0.95,0.783,0.5259,0.327,0.3858,0.3333,0.2308,0.6052,2,Aprovado
Eduardo Ribeiro,Educação Física,8º Fundamental,8,0.5,0.87,0.51,0.84,0.697,0.5259,0.198,0.3507,0.3333,0.2308,0.6001,2,Aprovado
Eduardo Ribeiro,Filosofia,8º Fundamental,8,0.58,0.4,0.21,0.59,0.4455,0.5259,-0.048,0.3106,0.3333,0.2308,0.5993,0,Reprovado
Eduardo Ribeiro,Física,8º Fundamental,8,0.42,0.33,0.8,0.25,0.4415,0.5259,-0.012,0.4217,0.3333,0.2308,0.6023,0,Reprovado
Eduardo Ribeiro,Geografia,8º Fundamental,8,0.55,0.91,0.28,0.68,0.6115,0.5259,-0.072,0.4553,0.3333,0.2308,0.6026,2,Aprovado
Eduardo Ribeiro,História,8º Fundamental,8,0.4,0.59,0.35,0.37,0.426,0.5259,-0.099,0.191,0.3333,0.2308,0.5984,0,Reprovado
Eduardo Ribeiro,Inglês,8º Fundamental,8,0.41,0.77,0.72,0.26,0.5325,0.5259,-0.15,0.425,0.3333,0.2308,0.5976,1,Recuperação
Eduardo Ribeiro,Matemática,8º Fundamental,8,0.45,0.54,0.34,0.48,0.454,0.5259,-0.033,0.1452,0.3333,0.2308,0.5963,0,Reprovado
Eduardo Ribeiro,Português,8º Fundamental,8,0.64,0.4,0.22,0.62,0.469,0.5259,-0.072,0.3447,0.3333,0.2308,0.6058,0,Reprovado
Eduardo Ribeiro,Química,8º Fundamental,8,0.5,0.96,0.42,0.49,0.592,0.5259,-0.171,0.4288,0.3333,0.2308,0.5968,1,Recuperação
Eduardo Ribeiro,Sociologia,8º Fundamental,8,0.23,0.59,0.24,0.21,0.3165,0.5259,-0.123,0.3154,0.3333,0.2308,0.5949,0,Reprovado
